64 128
42 92578 67343 1707 37776 17741 3414 59827 180859 77582 S 22796
41 102857 68924 1180 46183 17893 2360 56728 178836 76488 S 21617
40 101409 68168 1776 58517 27121 3552 84290 232703 79378 S 30259
39 127734 101736 1589 71481 20922 3178 63716 195159 79150 S 21741
38 97191 67502 1236 59368 20469 2472 65919 191265 78457 S 20886
37 93277 69079 2742 44197 21274 5484 67826 172647 82999 S 20777
36 108499 69975 1173 47603 21216 2346 60087 186778 78338 S 18642
35 97684 58897 1721 38553 13128 3442 42893 132573 81012 S 12441
34 77873 51099 1555 35557 15054 3110 38906 125273 79111 S 11696
33 75875 50962 2288 33922 14849 4576 37306 114688 81167 S 11097
32 73909 50043 2384 34811 14377 4768 37499 115022 81956 S 10324
31 77398 50893 2657 30362 15383 5314 37512 117617 83244 S 9801
30 78137 50645 2111 37765 13810 4222 56850 116517 82924 S 9397
29 70777 50541 1633 33297 29133 3266 36835 118184 83742 S 8524
28 93209 51398 1518 44753 14721 3036 36505 114621 81122 S 8779
27 89927 49914 1697 33720 15580 3394 34705 109219 82522 S 7829
26 72694 50721 1342 32355 13898 2684 33646 105479 81415 S 6999
25 65261 48961 2600 29017 14351 5200 33143 104439 86124 S 6476
24 68985 49386 1410 30405 13373 2820 30169 93264 80274 S 6099
23 72321 50275 1143 35299 14702 2286 30932 100914 84349 S 5846
22 65977 48466 1058 33038 13001 2116 31660 109423 85009 S 5626
21 71676 50331 1067 32723 13531 2134 30467 101728 85891 S 5040
20 84196 50043 1750 32737 16138 3500 29797 91369 86167 S 4666
19 83401 79201 1679 46799 15356 3358 29943 98039 87826 S 4572
18 70996 51293 856 34581 14311 1712 61918 132953 87016 S 6717
17 87149 59666 1259 42265 19667 2518 44057 141535 89114 S 6608
16 100220 68128 1325 46528 23612 2650 41874 123363 92011 S 5434
15 99668 71708 2668 43264 21142 5336 40220 122753 95451 S 5387
14 92911 53785 1243 37496 13485 2486 26718 91805 93324 S 3348
13 77658 51036 1393 39333 15143 2786 26157 86284 95746 S 2672
12 89142 52238 965 43208 14041 1930 24957 85646 96604 S 2407
11 79030 55726 933 46207 14888 1866 26402 76803 94496 S 2749
10 81123 53426 1294 38434 16337 2588 24954 77161 100628 S 1892
9 81438 58718 1204 42133 15970 2408 23410 72686 99727 S 2339
8 84969 52027 581 38604 13174 1162 21935 57301 96546 S 1728
7 73276 50755 1124 35012 14059 2248 20166 52488 100334 S 1311
6 80437 68503 1058 40225 15149 2116 20521 53056 103679 S 1357
5 82986 51887 1025 40703 15127 2050 18895 39171 100161 S 1014
4 81885 52239 1074 39998 15612 2148 54847 83476 102823 S 3703
3 214286 154404 1607 92978 54700 3214 57331 71803 119128 S 4645
2 194882 159066 2275 78808 43723 4550 35380 56445 127834 S 3568
1 215426 152811 1400 108001 51415 2800 43045 41658 139064 E 28147
2 205574 153879 1118 87903 37027 2236 34688 44468 137098 E 11780
3 172843 119026 1787 72498 34290 3574 38638 58466 140525 E 9900
4 203281 140578 1136 91321 52478 2272 53683 72828 138872 E 19775
5 225364 136963 859 92931 55528 1718 61408 81976 138322 E 18468
6 165494 119338 1348 80996 57550 2696 46066 96178 138056 E 20345
7 219956 138834 1565 81153 38865 3130 47448 81748 140312 E 12422
8 159479 130453 2363 71563 36618 4726 49885 121491 142572 E 16213
9 174216 120799 1565 79923 40653 3130 52417 112144 140492 E 11482
10 240410 142288 1978 86588 35803 3956 51403 113211 140081 E 12485
11 182496 120321 1505 87463 37020 3010 50798 123019 139719 E 10182
12 170194 120283 1396 76496 34093 2792 53628 122971 138410 E 10160
13 158689 119181 1448 81731 37803 2896 54746 121879 141199 E 10212
14 169112 124045 1385 88701 36365 2770 54248 136119 140536 E 13005
15 182731 118951 1741 87993 39605 3482 58888 134371 143559 E 10088
16 176836 120561 1301 1258359 15481 2602 27672 59753 140470 E 6350
17 92087 51268 1295 23237 12901 2590 25843 62106 139797 E 4409
18 85750 50487 2170 24562 13639 4340 26801 59879 142459 E 4377
19 83779 51611 1694 23060 13971 3388 28971 68986 142009 E 4516
20 78075 51996 1814 23096 14656 3628 28399 70724 141783 E 4716
21 77660 50248 1367 24776 14715 2734 28310 68607 141361 E 4260
22 79876 51565 1101 24165 13716 2202 29123 73378 141695 E 4510
23 74158 50912 1812 24722 13414 3624 30464 76345 143675 E 4383
24 68873 49934 1599 23440 15944 3198 29941 73655 140340 E 4658
25 77996 51169 2528 27224 13409 5056 30987 90940 145212 E 6118
26 77597 51422 3073 34658 12689 6146 39782 72694 146470 E 5147
27 66358 49268 3449 22690 12545 6898 30707 75193 150510 E 4337
28 70242 49011 5538 25313 12660 11076 31617 80947 152125 E 4908
29 79562 51402 2029 34662 13596 4058 32990 84526 144828 E 4683
30 79697 51652 1351 40138 12642 2702 33669 87477 140966 E 4517
31 75232 52586 2365 28373 13115 4730 34176 90408 145780 E 4573
32 79225 59870 1300 34162 13390 2600 35902 88078 142103 E 5572
33 76245 52051 1952 29433 12811 3904 36340 89846 145304 E 4470
34 80329 52138 1484 34485 13048 2968 38085 101795 142744 E 4748
35 76244 51103 2157 28979 12670 4314 36657 92292 147497 E 4573
36 72461 51488 1985 28305 13028 3970 36238 89961 140671 E 4581
37 74935 50989 2131 30000 13561 4262 37400 101781 143911 E 4634
38 73474 51296 1770 29968 13182 3540 38270 97595 144292 E 4522
39 75234 51479 2093 57858 13532 4186 38680 94817 145911 E 5836
40 72548 50978 1282 44179 11922 2564 37366 89913 138419 E 4605
41 85711 51398 1537 30169 12974 3074 40335 106686 141622 E 4908
42 69563 51649 1251 28024 12678 2502 40917 120774 141949 E 4500
43 73115 50853 1512 32338 12580 3024 40307 101593 140522 E 4762
44 66835 64709 2723 30863 13642 5446 40281 106000 147072 E 4827
45 86087 49976 1573 28095 11994 3146 42258 124769 141847 E 14023
46 78297 51961 1865 32703 13472 3730 44561 108483 145187 E 5266
47 74709 51797 2091 29164 12656 4182 43343 141229 146347 E 4679
48 75525 52100 1447 31939 13187 2894 46122 133770 141894 E 4558
49 74479 50637 1961 30786 12688 3922 44189 120344 145146 E 4466
50 67782 50911 1335 27695 13043 2670 43177 117433 143683 E 4562
51 124342 53031 2017 28317 13040 4034 64566 131444 146030 E 5713
52 76014 56273 1854 29058 14478 3708 53567 140173 143875 E 5175
53 81890 56728 1281 32961 14564 2562 51328 134635 142430 E 5131
54 74707 56154 1743 32408 14539 3486 51309 135836 145168 E 5100
55 85360 57477 2084 34111 13816 4168 51327 142149 145365 E 5259
56 73202 56767 1324 31768 16298 2648 50984 136662 142343 E 5124
57 77870 57587 1129 33307 13724 2258 52133 138474 144521 E 5111
58 72293 54614 1745 28353 13948 3490 48446 117991 145598 E 5058
59 78132 57523 1355 32189 14310 2710 56059 152915 143178 E 5136
60 73369 56308 1890 27856 14277 3780 54803 147530 146656 E 6631
61 68439 55245 2561 31704 14995 5122 55074 141870 147804 E 5283
62 71189 55531 3075 26378 14049 6150 56884 148467 148909 E 5184
63 72296 56076 3547 28329 14161 7094 56702 144367 149163 E 5151
64 75517 57401 1424 31541 14939 2848 57821 155345 144023 S 43023
63 73423 55603 1717 30594 14460 3434 58153 146522 144553 S 40762
62 77510 56949 1504 34134 15174 3008 56099 143776 142500 S 39473
61 75219 56389 1497 32769 15812 2994 57019 150731 142087 S 37951
60 86923 56882 2570 40336 15494 5140 54303 142104 149022 S 36642
59 73236 57224 1193 28800 15432 2386 53183 138714 142871 S 36260
58 74944 57598 1177 32335 15643 2354 55730 147422 145100 S 64718
57 90871 74496 1488 37739 21740 2976 82712 219460 143959 S 36424
56 78163 56798 2003 30279 15597 4006 53707 159741 145967 S 37663
55 72122 56639 2247 29389 16069 4494 52853 129786 147795 S 33183
54 74736 56683 1465 31571 14992 2930 50362 126901 143039 S 31733
53 70134 61328 2059 34107 20067 4118 67123 171296 143513 S 43200
52 105001 75888 1491 46602 23303 2982 87547 187230 144784 S 42519
51 101055 72752 1438 42000 21373 2876 81684 196342 141787 S 40497
50 111699 72073 2440 46182 20511 4880 75506 221331 148992 S 37424
49 100684 70763 1578 42547 19450 3156 82166 160731 144895 S 32731
48 96883 64198 1713 42940 19323 3426 70262 162163 146128 S 31489
47 104286 66171 1181 44780 18818 2362 66267 168159 143178 S 29997
46 104823 66269 1618 43156 18334 3236 67584 172634 145872 S 29810
45 95137 65352 1995 41293 17915 3990 64166 165682 148776 S 28330
44 92635 65534 1363 38240 19107 2726 61135 158811 145757 S 27015
43 88641 64777 1536 35854 18355 3072 63290 163383 147044 S 26034
42 103499 66781 1549 45085 18395 3098 62412 178259 145877 S 24927
41 96650 75942 1184 39853 33243 2368 58864 154960 145312 S 22834
40 92648 64128 1277 69564 19588 2554 59709 156820 145209 S 22645
39 89913 65651 2003 43184 21036 4006 61735 179166 145752 S 20589
38 86899 64048 1676 38327 34681 3352 59984 156616 146155 S 19845
37 92130 66231 1664 38579 18442 3328 56049 159195 145367 S 18804
36 105576 53699 1732 34191 15056 3464 38193 103790 145693 S 13268
35 73743 50837 1774 33285 13102 3548 37437 102007 147366 S 12619
34 70493 52513 1387 29439 13387 2774 38397 111463 145041 S 11684
33 74762 52427 1301 35852 13984 2602 38488 108921 144513 S 10987
32 158904 84844 1969 40609 20444 3938 62385 154446 146082 S 15970
31 145592 102951 2409 50756 26914 4818 69647 192594 150009 S 19458
30 120099 98265 2112 45872 28431 4224 67312 186662 148097 S 17991
29 142817 102718 915 58034 26578 1830 69302 195844 145625 S 16607
28 135901 101805 1289 52921 25729 2578 69176 192915 147961 S 15958
27 137850 101868 1370 56518 28801 2740 67914 193510 145979 S 15349
26 135661 103454 1667 54453 28615 3334 66838 219128 147201 S 14567
25 155321 120339 1896 60420 26193 3792 63554 177448 151514 S 14438
24 137819 101257 1183 52175 27471 2366 62236 219492 152156 S 13276
23 147373 101741 1303 58907 25934 2606 62091 182363 150753 S 11334
22 136426 102601 1186 58625 26613 2372 58396 165870 148947 S 10298
21 133825 102131 1536 53254 28620 3072 56145 155452 150090 S 11209
20 137417 99954 2229 49014 25403 4458 51301 143414 151418 S 9836
19 141123 102094 2515 70923 27696 5030 54827 155715 153632 S 8500
18 137470 104561 1859 55656 28309 3718 54047 159385 154962 S 7838
17 126668 100578 2408 48874 29336 4816 52759 156395 154530 S 7036
16 123290 99114 2208 51338 29282 4416 50241 140848 153203 S 6200
15 127154 102265 2146 46656 27307 4292 49349 135832 154896 S 6325
14 124792 99934 2314 48265 26653 4628 51041 138929 159577 S 5427
13 134241 101065 1925 47054 24123 3850 47569 127013 158061 S 4929
12 125286 100414 2573 50975 26868 5146 47658 124920 160136 S 4200
11 176825 67729 3388 34238 18682 6776 33768 82611 160188 S 3846
10 92937 70821 2530 45111 19577 5060 40501 82793 162987 S 3468
9 218826 158951 2048 88386 39293 4096 78633 140246 163720 S 5882
8 185876 142574 3605 85611 35212 7210 68788 144108 166445 S 11038
7 178853 122040 2833 61228 31333 5666 48726 120788 168435 S 4557
6 161674 122661 2180 68596 34070 4360 45513 131683 167786 S 5612
5 180753 121711 2830 69961 32295 5660 43290 95978 172022 S 2792
4 181034 124121 1033 77878 30460 2066 38903 87303 171032 S 2360
3 176459 123326 1495 71338 32585 2990 59025 75440 169950 S 4415
2 192783 126206 1619 84606 32196 3238 37470 54438 191622 S 1960
1 152728 140319 1689 62403 44701 3378 46601 33187 212136 E 20245
2 178059 124996 1859 78995 34328 3718 34702 47183 209293 E 11363
3 167564 145953 1892 65343 32710 3784 55188 64338 209771 E 12535
4 167282 120415 1316 61328 33016 2632 40378 64343 206970 E 9830
5 188751 125528 1934 66610 43784 3868 26992 49059 208455 E 6154
6 107008 73638 1227 45074 18717 2454 27310 51276 204006 E 5948
7 101422 73682 1266 43061 18845 2532 28503 57725 210169 E 7740
8 105171 74562 1368 45156 19206 2736 30803 66239 211995 E 7990
9 106386 74546 2274 46011 20034 4548 31520 66851 210726 E 5954
10 106191 73411 2021 43877 18367 4042 31837 87233 215134 E 11519
11 108559 74819 2683 59000 24215 5366 32234 73590 213322 E 6685
12 118905 73944 2081 50656 20448 4162 33269 75149 211144 E 6351
13 108122 73090 1887 39482 19706 3774 33752 85094 212171 E 11164
14 111831 74156 1836 55808 18580 3672 33596 76744 212904 E 6726
15 106499 74333 1010 48828 19216 2020 44293 93456 210001 E 6214
16 111888 74567 1212 45892 20546 2424 36689 95600 209476 E 6048
17 102857 73936 1453 50238 20279 2906 36679 95106 210957 E 6097
18 97120 74461 1239 45347 19768 2478 38607 98854 207932 E 6042
19 90252 70718 2126 37783 21691 4252 37635 88367 211380 E 7923
20 100296 73636 2600 42421 19592 5200 41539 106321 214158 E 6166
21 105567 75215 1868 45912 20458 3736 41546 105054 213672 E 8053
22 96329 72815 2098 40056 20374 4196 41955 100849 213187 E 6079
23 97927 74233 1965 39641 19646 3930 42828 109837 214335 E 6259
24 106982 74768 1597 44750 19347 3194 46512 118922 211726 E 6517
25 93887 73954 1925 35505 19217 3850 45548 165117 212685 E 13171
26 126343 97808 996 65139 27447 1992 65257 158261 209276 E 12278
27 127641 97296 1901 56386 28098 3802 66409 159800 208544 E 12791
28 135275 101787 1132 53048 28551 2264 71163 160035 209417 E 17414
29 127778 98484 1923 52115 28492 3846 71459 183508 212533 E 12885
30 130228 98795 2715 52517 27731 5430 71698 180228 215509 E 12656
31 147343 101006 2042 62181 31575 4084 70584 169476 212320 E 13645
32 108795 85103 2967 59969 32612 5934 49398 150329 215595 E 9678
33 113574 91988 2778 47139 21251 5556 51831 147570 216835 E 12101
34 127257 75622 1661 47119 19564 3322 58942 161451 212406 E 8206
35 94324 70205 1842 32509 18290 3684 50298 138042 213057 E 6340
36 104561 72551 2187 44244 19571 4374 52831 167341 214413 E 15892
37 97193 72180 2787 41059 20590 5574 53219 147876 212732 E 6877
38 97793 52212 3065 33160 13244 6130 39022 103919 214807 E 5815
