1 131072 1113.62
1 262144 1796.81
1 393216 2333.98
1 524288 2806.86
1 655360 3207.24
1 786432 3539.72
1 917504 3830.79
1 1048576 4097.5
1 1179648 4346.58
1 1310720 4589.77
1 1441792 4807.18
1 1572864 5011.07
1 1703936 5217.42
1 1835008 5412.91
1 1966080 5607.3
1 2097152 5787.07
1 2228224 5979.26
1 2359296 6163.42
1 2490368 6342.25
1 2621440 6508.2
1 2752512 6679.64
1 2883584 6850.42
1 3014656 7012.88
1 3145728 7178.62
1 3276800 7355.57
1 3407872 7529.8
1 3538944 7692.27
1 3670016 7848.55
1 3801088 8006.63
1 3932160 8157.94
1 4063232 8309.23
1 4194304 8454.99
1 4325376 8600.81
1 4456448 8741.83
1 4587520 8876.81
1 4718592 9025.64
1 4849664 9169.28
1 4980736 9305.92
1 5111808 9437.86
1 5242880 9576.26
1 5373952 9713.69
1 5505024 9847.43
1 5636096 9984.43
1 5767168 10122.4
1 5898240 10258.8
1 6029312 10389
1 6160384 10536.5
1 6291456 10677.2
1 6422528 10810.3
1 6553600 10947.5
1 6684672 11070.8
1 6815744 11189.4
1 6946816 11308.3
1 7077888 11428.9
1 7208960 11556
1 7340032 11668.9
1 7471104 11789
1 7602176 11906.1
1 7733248 12019.4
1 7864320 12136.7
1 7995392 12251.5
1 8126464 12369.7
1 8257536 12485.4
1 8388608 12600.2
1 8519680 12713.9
1 8650752 12830.4
1 8781824 12944
1 8912896 13053.8
1 9043968 13173.3
1 9175040 13291.3
1 9306112 13412.6
1 9437184 13521.4
1 9568256 13628.6
1 9699328 13739.8
1 9830400 13846.7
1 9961472 13957.2
1 10092544 14065.5
1 10223616 14174.5
1 10354688 14277.2
1 10485760 14380.2
1 10616832 14485
1 10747904 14590.3
1 10878976 14701.4
1 11010048 14800.7
1 11141120 14904.5
1 11272192 15009.4
1 11403264 15113.6
1 11534336 15210.9
1 11665408 15314.8
1 11796480 15415.6
1 11927552 15510.2
1 12058624 15624.6
1 12189696 15735.2
1 12320768 15833.8
1 12451840 15934.6
1 12582912 16039.7
1 12713984 16139.9
1 12845056 16235.3
1 12976128 16335.8
1 13107200 16430.8
1 13238272 16530.8
1 13369344 16628.2
1 13500416 16725.7
1 13631488 16813.4
1 13762560 16904.3
1 13893632 17006.5
1 14024704 17101.2
1 14155776 17195.2
1 14286848 17289.7
1 14417920 17384.3
1 14548992 17477.6
1 14680064 17567.8
1 14811136 17664.6
1 14942208 17760.6
1 15073280 17872.7
1 15204352 17971
1 15335424 18059.8
1 15466496 18149.9
1 15597568 18241.3
1 15728640 18331.7
1 15859712 18420.3
1 15990784 18507.9
1 16121856 18596.2
1 16252928 18685.4
1 16384000 18772.3
1 16515072 18858.6
1 16646144 18948.6
1 16777216 19039.6
1 16908288 19124
1 17039360 19212.6
1 17170432 19300.2
1 17301504 19392.8
1 17432576 19477.3
1 17563648 19565.7
